2	0.125	8	0.308
2	0.125	16	0.308
2	0.125	32	0.301
2	0.125	64	0.289
2	0.25	0.0625	0.291
2	0.25	0.125	0.295
2	0.25	0.25	0.296
2	0.25	0.5	0.313
2	0.25	1	0.328
2	0.25	2	0.329
2	0.25	4	0.324
2	0.25	8	0.323
2	0.25	16	0.316
2	0.25	32	0.308
2	0.25	64	0.3
2	0.5	0.0625	0.351
2	0.5	0.125	0.353
2	0.5	0.25	0.384
2	0.5	0.5	0.387
2	0.5	1	0.391
2	0.5	2	0.393
2	0.5	4	0.387
2	0.5	8	0.367
2	0.5	16	0.353
2	0.5	32	0.35
2	0.5	64	0.345
2	1	0.0625	0.436
2	1	0.125	0.438
2	1	0.25	0.438
2	1	0.5	0.444
2	1	1	0.448
2	1	2	0.444
2	1	4	0.432
2	1	8	0.418
2	1	16	0.409
2	1	32	0.394
2	1	64	0.386
2	2	0.0625	0.474
2	2	0.125	0.474
2	2	0.25	0.474
2	2	0.5	0.475
2	2	1	0.474
2	2	2	0.469
2	2	4	0.459
2	2	8	0.44
2	2	16	0.428
2	2	32	0.421
2	2	64	0.394
2	4	0.0625	0.478
2	4	0.125	0.477
2	4	0.25	0.479
2	4	0.5	0.487
2	4	1	0.492
2	4	2	0.473
2	4	4	0.448
2	4	8	0.434
2	4	16	0.422
2	4	32	0.398
2	4	64	0.371
2	8	0.0625	0.479
2	8	0.125	0.482
2	8	0.25	0.483
2	8	0.5	0.487
2	8	1	0.49
2	8	2	0.474
2	8	4	0.454
2	8	8	0.432
2	8	16	0.413
2	8	32	0.383
2	8	64	0.355
2	16	0.0625	0.484
2	16	0.125	0.485
2	16	0.25	0.487
2	16	0.5	0.486
2	16	1	0.488
2	16	2	0.478
2	16	4	0.461
2	16	8	0.438
2	16	16	0.416
2	16	32	0.38
2	16	64	0.336
2	32	0.0625	0.485
2	32	0.125	0.486
2	32	0.25	0.485
2	32	0.5	0.488
2	32	1	0.487
2	32	2	0.472
2	32	4	0.458
2	32	8	0.438
2	32	16	0.41
2	32	32	0.383
2	32	64	0.342
2	64	0.0625	0.484
2	64	0.125	0.485
2	64	0.25	0.486
2	64	0.5	0.489
2	64	1	0.487
2	64	2	0.466
2	64	4	0.459
2	64	8	0.435
2	64	16	0.419
2	64	32	0.389
2	64	64	0.342
4	0.0625	0.0625	0.124
4	0.0625	0.125	0.119
4	0.0625	0.25	0.121
4	0.0625	0.5	0.121
4	0.0625	1	0.12
4	0.0625	2	0.129
4	0.0625	4	0.123
4	0.0625	8	0.19
4	0.0625	16	0.306
4	0.0625	32	0.296
4	0.0625	64	0.282
4	0.125	0.0625	0.121
4	0.125	0.125	0.121
4	0.125	0.25	0.121
4	0.125	0.5	0.121
4	0.125	1	0.121
4	0.125	2	0.121
4	0.125	4	0.129
4	0.125	8	0.238
4	0.125	16	0.298
4	0.125	32	0.289
4	0.125	64	0.273
4	0.25	0.0625	0.123
4	0.25	0.125	0.124
4	0.25	0.25	0.121
4	0.25	0.5	0.121
4	0.25	1	0.121
4	0.25	2	0.121
4	0.25	4	0.128
4	0.25	8	0.285
4	0.25	16	0.292
4	0.25	32	0.278
4	0.25	64	0.265
4	0.5	0.0625	0.155
4	0.5	0.125	0.123
4	0.5	0.25	0.124
4	0.5	0.5	0.121
4	0.5	1	0.121
4	0.5	2	0.121
4	0.5	4	0.128
4	0.5	8	0.308
4	0.5	16	0.299
4	0.5	32	0.299
4	0.5	64	0.28
4	1	0.0625	0.241
4	1	0.125	0.164
4	1	0.25	0.138
4	1	0.5	0.137
4	1	1	0.182
4	1	2	0.316
4	1	4	0.358
4	1	8	0.359
4	1	16	0.351
4	1	32	0.345
4	1	64	0.337
4	2	0.0625	0.382
4	2	0.125	0.385
4	2	0.25	0.387
4	2	0.5	0.393
4	2	1	0.405
4	2	2	0.417
4	2	4	0.426
4	2	8	0.425
4	2	16	0.42
4	2	32	0.405
4	2	64	0.386
4	4	0.0625	0.439
4	4	0.125	0.439
4	4	0.25	0.442
4	4	0.5	0.445
4	4	1	0.449
4	4	2	0.451
4	4	4	0.462
4	4	8	0.445
4	4	16	0.436
4	4	32	0.431
4	4	64	0.394
4	8	0.0625	0.458
4	8	0.125	0.459
4	8	0.25	0.457
4	8	0.5	0.458
4	8	1	0.461
4	8	2	0.456
4	8	4	0.448
4	8	8	0.437
4	8	16	0.421
4	8	32	0.4
4	8	64	0.361
4	16	0.0625	0.457
4	16	0.125	0.457
4	16	0.25	0.461
4	16	0.5	0.464
4	16	1	0.468
4	16	2	0.467
4	16	4	0.45
4	16	8	0.432
4	16	16	0.418
4	16	32	0.391
4	16	64	0.339
4	32	0.0625	0.466
4	32	0.125	0.467
4	32	0.25	0.468
4	32	0.5	0.468
4	32	1	0.47
4	32	2	0.465
4	32	4	0.453
4	32	8	0.431
4	32	16	0.411
4	32	32	0.382
4	32	64	0.348
4	64	0.0625	0.47
4	64	0.125	0.472
4	64	0.25	0.472
4	64	0.5	0.471
4	64	1	0.473
4	64	2	0.466
4	64	4	0.452
4	64	8	0.434
4	64	16	0.408
4	64	32	0.381
4	64	64	0.33
