1	32	4	0.405
1	32	8	0.404
1	32	16	0.398
1	32	32	0.418
1	32	64	0.45
1	64	0.0625	0.503
1	64	0.125	0.499
1	64	0.25	0.495
1	64	0.5	0.471
1	64	1	0.447
1	64	2	0.426
1	64	4	0.415
1	64	8	0.416
1	64	16	0.419
1	64	32	0.429
1	64	64	0.461
2	0.0625	0.0625	0.106
2	0.0625	0.125	0.0964
2	0.0625	0.25	0.353
2	0.0625	0.5	0.402
2	0.0625	1	0.475
2	0.0625	2	0.486
2	0.0625	4	0.448
2	0.0625	8	0.362
2	0.0625	16	0.408
2	0.0625	32	0.408
2	0.0625	64	0.42
2	0.125	0.0625	0.189
2	0.125	0.125	0.164
2	0.125	0.25	0.257
2	0.125	0.5	0.436
2	0.125	1	0.503
2	0.125	2	0.522
2	0.125	4	0.492
2	0.125	8	0.378
2	0.125	16	0.438
2	0.125	32	0.473
2	0.125	64	0.486
2	0.25	0.0625	0.436
2	0.25	0.125	0.452
2	0.25	0.25	0.483
2	0.25	0.5	0.512
2	0.25	1	0.537
2	0.25	2	0.533
2	0.25	4	0.514
2	0.25	8	0.497
2	0.25	16	0.481
2	0.25	32	0.472
2	0.25	64	0.469
2	0.5	0.0625	0.501
2	0.5	0.125	0.514
2	0.5	0.25	0.551
2	0.5	0.5	0.558
2	0.5	1	0.555
2	0.5	2	0.546
2	0.5	4	0.532
2	0.5	8	0.52
2	0.5	16	0.498
2	0.5	32	0.468
2	0.5	64	0.446
2	1	0.0625	0.567
2	1	0.125	0.571
2	1	0.25	0.574
2	1	0.5	0.585
2	1	1	0.581
2	1	2	0.558
2	1	4	0.536
2	1	8	0.527
2	1	16	0.513
2	1	32	0.485
2	1	64	0.462
2	2	0.0625	0.56
2	2	0.125	0.564
2	2	0.25	0.572
2	2	0.5	0.577
2	2	1	0.573
2	2	2	0.552
2	2	4	0.537
2	2	8	0.527
2	2	16	0.509
2	2	32	0.48
2	2	64	0.461
2	4	0.0625	0.524
2	4	0.125	0.532
2	4	0.25	0.539
2	4	0.5	0.543
2	4	1	0.527
2	4	2	0.502
2	4	4	0.505
2	4	8	0.499
2	4	16	0.48
2	4	32	0.466
2	4	64	0.452
2	8	0.0625	0.502
2	8	0.125	0.502
2	8	0.25	0.509
2	8	0.5	0.514
2	8	1	0.499
2	8	2	0.48
2	8	4	0.466
2	8	8	0.474
2	8	16	0.447
2	8	32	0.436
2	8	64	0.436
2	16	0.0625	0.489
2	16	0.125	0.493
2	16	0.25	0.494
2	16	0.5	0.497
2	16	1	0.482
2	16	2	0.451
2	16	4	0.435
2	16	8	0.429
2	16	16	0.422
2	16	32	0.412
2	16	64	0.436
2	32	0.0625	0.485
2	32	0.125	0.487
2	32	0.25	0.489
2	32	0.5	0.492
2	32	1	0.472
2	32	2	0.44
2	32	4	0.418
2	32	8	0.421
2	32	16	0.411
2	32	32	0.416
2	32	64	0.443
2	64	0.0625	0.488
2	64	0.125	0.49
2	64	0.25	0.492
2	64	0.5	0.491
2	64	1	0.466
2	64	2	0.437
2	64	4	0.414
2	64	8	0.417
2	64	16	0.416
2	64	32	0.427
2	64	64	0.453
4	0.0625	0.0625	0.0891
4	0.0625	0.125	0.0891
4	0.0625	0.25	0.0891
4	0.0625	0.5	0.0891
4	0.0625	1	0.0891
4	0.0625	2	0.176
4	0.0625	4	0.318
4	0.0625	8	0.372
4	0.0625	16	0.362
4	0.0625	32	0.36
4	0.0625	64	0.357
4	0.125	0.0625	0.0981
4	0.125	0.125	0.0891
4	0.125	0.25	0.0891
4	0.125	0.5	0.0891
4	0.125	1	0.0891
4	0.125	2	0.0891
4	0.125	4	0.289
4	0.125	8	0.404
4	0.125	16	0.39
4	0.125	32	0.373
4	0.125	64	0.386
4	0.25	0.0625	0.106
4	0.25	0.125	0.106
4	0.25	0.25	0.0891
4	0.25	0.5	0.0891
4	0.25	1	0.0891
4	0.25	2	0.0891
4	0.25	4	0.319
4	0.25	8	0.478
4	0.25	16	0.449
4	0.25	32	0.414
4	0.25	64	0.456
4	0.5	0.0625	0.139
4	0.5	0.125	0.11
4	0.5	0.25	0.111
4	0.5	0.5	0.0891
4	0.5	1	0.0891
4	0.5	2	0.0891
4	0.5	4	0.443
4	0.5	8	0.452
4	0.5	16	0.447
4	0.5	32	0.421
4	0.5	64	0.404
4	1	0.0625	0.278
4	1	0.125	0.26
4	1	0.25	0.229
4	1	0.5	0.213
4	1	1	0.351
4	1	2	0.421
4	1	4	0.467
4	1	8	0.47
4	1	16	0.451
4	1	32	0.428
4	1	64	0.408
4	2	0.0625	0.395
4	2	0.125	0.399
4	2	0.25	0.405
4	2	0.5	0.424
4	2	1	0.459
4	2	2	0.49
4	2	4	0.508
4	2	8	0.51
4	2	16	0.496
4	2	32	0.471
4	2	64	0.445
4	4	0.0625	0.437
4	4	0.125	0.44
4	4	0.25	0.447
4	4	0.5	0.465
4	4	1	0.498
4	4	2	0.516
4	4	4	0.526
4	4	8	0.512
4	4	16	0.514
4	4	32	0.486
4	4	64	0.464
4	8	0.0625	0.445
4	8	0.125	0.45
4	8	0.25	0.456
4	8	0.5	0.472
4	8	1	0.496
4	8	2	0.504
4	8	4	0.502
4	8	8	0.492
4	8	16	0.488
4	8	32	0.465
4	8	64	0.455
4	16	0.0625	0.445
4	16	0.125	0.447
4	16	0.25	0.454
4	16	0.5	0.468
4	16	1	0.482
4	16	2	0.48
4	16	4	0.456
4	16	8	0.452
4	16	16	0.455
4	16	32	0.448
4	16	64	0.434
4	32	0.0625	0.447
4	32	0.125	0.449
4	32	0.25	0.455
4	32	0.5	0.469
4	32	1	0.481
4	32	2	0.464
4	32	4	0.442
4	32	8	0.429
4	32	16	0.431
4	32	32	0.425
4	32	64	0.429
4	64	0.0625	0.456
4	64	0.125	0.458
4	64	0.25	0.464
4	64	0.5	0.477
4	64	1	0.484
4	64	2	0.457
4	64	4	0.43
4	64	8	0.42
4	64	16	0.436
4	64	32	0.437
4	64	64	0.455
